full_name,height_inches,reach_inches,stance
Erik Koch,70.0,71.0,Southpaw
Sokun Koh,73.0,,
Shingo Kohara,66.0,,
Brad Kohler,69.0,,Orthodox
Charlie Kohler,69.0,,Orthodox
Tsuyoshi Kohsaka,71.0,,Orthodox
Kaloyan Kolev,74.0,73.0,Orthodox
John Kolosci,71.0,,Orthodox
Yuki Kondo,71.0,,Southpaw
Syuri Kondo,64.0,66.0,Orthodox
Mantas Kondratavicius,74.0,75.0,Orthodox
Cheick Kongo,76.0,82.0,Orthodox
Andrei Kopylov,74.0,,Orthodox
Roman Kopylov,72.0,75.0,Southpaw
Bruno Korea,66.0,65.0,
Chungreng Koren,,,
Andrey Koreshkov,72.0,,
Josh Koscheck,70.0,73.0,Orthodox
Steven Koslow,67.0,69.0,Switch
Naoyuki Kotani,68.0,66.0,Southpaw
Ilya Kotau,,,
Iouri Kotchkine,74.0,,Orthodox
Matt Kovacs,72.0,,Orthodox
Marcus Kowal,,,
Karolina Kowalkiewicz,63.0,64.0,Orthodox
Steve Kozola,,,
Derrick Krantz,70.0,72.0,Orthodox
James Krause,74.0,73.0,Orthodox
Pascal Krauss,73.0,,Orthodox
Rene Kronvold,68.0,,Orthodox
Kaynan Kruschewsky,72.0,73.0,Orthodox
Jorgen Kruth,74.0,,
Nikita Krylov,75.0,77.0,Orthodox
Mariusz Ksiazkiewicz,75.0,75.0,Southpaw
Eliezer Kubanza,69.0,74.0,Orthodox
Junya Kudo,,,Orthodox
John Kuhner,,,
Michael Kuiper,72.0,73.0,Orthodox
Anton Kuivanen,68.0,72.0,Orthodox
Maiju Kujala,,,
Sumit Kumar,65.0,66.0,Orthodox
Aleksei Kunchenko,68.0,70.0,Orthodox
Rizvan Kuniev,76.0,76.0,Orthodox
Keigo Kunihara,72.0,,Orthodox
Kiichi Kunimoto,70.0,71.0,Orthodox
Jon Kunneman,,,
Leo Kuntz,70.0,,Orthodox
Korey Kuppe,77.0,77.0,Switch
Ramazan Kuramagomedov,73.0,73.0,Orthodox
Tsuyoshi Kurihara,70.0,,Orthodox
Eldari Kurtanidze,66.0,,Orthodox
Kyle Kurtz,,,
Guram Kutateladze,71.0,72.0,Orthodox
Vadym Kutsyi,72.0,71.0,Orthodox
Lina Kvokov,69.0,,Orthodox
Kaleo Kwan,67.0,,
Jarrod Kwitty,68.0,,
Mike Kyle,76.0,77.0,Orthodox
Lisa Kyriacou,65.0,64.0,Orthodox
Achmed Labasanov,75.0,,Orthodox
Josh LaBerge,70.0,,
Jeremiah Labiano,70.0,,
Daniel Lacerda,66.0,70.0,Switch
Luan Lacerda,67.0,71.0,Orthodox
Kemran Lachinov,,,
Aspen Ladd,66.0,66.0,Orthodox
Ryan LaFlare,73.0,74.0,Southpaw
Corinne Laframboise,64.0,65.0,Orthodox
Ben Lagman,74.0,,
Noad Lahat,69.0,69.0,Orthodox
Tina Lahdemaki,62.0,,Orthodox
Yohan Lainesse,73.0,76.0,Orthodox
Tim Lajcik,73.0,,Orthodox
Todd Lally,67.0,,Orthodox
Sean Lally,72.0,,Orthodox
Ricardo Lamas,68.0,71.0,Orthodox
Jason Lambert,75.0,75.0,Orthodox
Jose Landi-Jons,71.0,,Orthodox
Nate Landwehr,69.0,72.0,Orthodox
Austen Lane,78.0,80.0,Orthodox
Aaron Lanfranco,,,
Jeremy Lang,71.0,,Southpaw
Lionel Lanham,,,
Lina Lansberg,67.0,65.0,Orthodox
Taylor Lapilus,66.0,73.0,Southpaw
Chad Laprise,70.0,71.0,Orthodox
Anthony Lapsley,69.0,,Southpaw
TJ Laramie,66.0,66.0,Orthodox
Icho Larenas,75.0,,Orthodox
Lorenz Larkin,71.0,72.0,Orthodox
Jeremy Larsen,70.0,70.0,Orthodox
Brock Larson,71.0,71.0,Southpaw
Ryan Larson,,,
Bobby Lashley,75.0,78.0,Orthodox
Ilir Latifi,70.0,73.0,Orthodox
Sione Latu,72.0,,
Phillip Latu,75.0,76.0,Orthodox
Jenel Lausa,65.0,68.0,Orthodox
Joe Lauzon,70.0,71.0,Orthodox
Dan Lauzon,70.0,,Orthodox
Sandra Lavado,67.0,66.0,Orthodox
Chatt Lavender,68.0,,
Cody Law,,,
Muhammed Lawal,72.0,78.0,Southpaw
Robbie Lawler,71.0,74.0,Southpaw
Tom Lawlor,72.0,74.0,Southpaw
Justin Lawrence,68.0,67.0,Orthodox
Lance Lawrence,73.0,74.0,Orthodox
Ronnie Lawrence,68.0,68.0,Switch
Eric Lawson,72.0,,Orthodox
Jimmy Lawson,72.0,77.0,Orthodox
Valmir Lazaro,72.0,73.0,Orthodox
Zviad Lazishvili,66.0,69.0,Orthodox
Mounir Lazzez,73.0,76.0,Orthodox
Cung Le,69.0,70.0,Southpaw
Thanh Le,69.0,74.0,Orthodox
Quang Le,67.0,70.0,Orthodox
Carlos Leal,71.0,74.0,Orthodox
Jordan Leavitt,69.0,71.0,Southpaw
Jerome LeBanner,75.0,,Southpaw
Chris Leben,71.0,73.0,Southpaw
Jean-Paul Lebosnoyani,71.0,72.0,Switch
Mickael Lebout,71.0,73.0,Orthodox
Stephen Ledbetter,69.0,,Orthodox
Justin Ledet,76.0,80.0,Orthodox
James Lee,71.0,,Southpaw
David Lee,70.0,,Orthodox
Jackie Lee,,,
Eun Soo Lee,73.0,,Orthodox
Tae Hyun Lee,78.0,,Orthodox
Tommy Lee,67.0,,Orthodox
Matt Lee,71.0,,Orthodox
Imani Lee,,,Orthodox
Vaughan Lee,66.0,66.0,Orthodox
Kevin Lee,69.0,77.0,Orthodox
Rocky Lee,69.0,,Orthodox
Andrea Lee,66.0,69.0,Orthodox
JeongYeong Lee,70.0,73.0,Orthodox
JungHyun Lee,65.0,65.0,Orthodox
ChangHo Lee,68.0,69.0,Orthodox
Macksom Lee,73.0,75.0,Orthodox
Ricky Legere Jr.,68.0,,
Sherron Leggett,68.0,,Southpaw
Cheyden Leialoha,68.0,73.0,Orthodox
Claudia Leite,63.0,64.0,Orthodox
Thales Leites,73.0,78.0,Orthodox
Jovan Leka,,,
Stefan Leko,74.0,,Orthodox
Gabe Lemley,68.0,,Orthodox
Amanda Lemos,64.0,65.0,Southpaw
Giacomo Lemos,75.0,75.0,Orthodox
Christophe Leninger,72.0,,Southpaw
Jesse Lennox,69.0,72.0,Orthodox
Jean Francois Lenogue,72.0,,Orthodox
Nik Lentz,68.0,68.0,Orthodox
Alberta Cerra Leon,68.0,,
Victoria Leonardo,65.0,64.0,Orthodox
Anthony Leone,66.0,,Orthodox
Chad Leonhardt,72.0,,
Kimo Leopoldo,75.0,,Orthodox
Michael Lerma,,,
Lukasz Les,,,
Brock Lesnar,75.0,81.0,Orthodox
Frank Lester,71.0,,Orthodox
Valerie Letourneau,67.0,68.0,Orthodox
Leah Letson,67.0,71.0,Southpaw
Justin Levens,71.0,,Orthodox
Marcus LeVesseur,69.0,70.0,Southpaw
David Levicki,77.0,,
Kyle Levinton,,,
Natan Levy,69.0,71.0,Southpaw
John Lewis,72.0,,Southpaw
Derrick Lewis,75.0,79.0,Orthodox
Bevon Lewis,75.0,79.0,Orthodox
Brandon Lewis,64.0,70.0,Orthodox
Malik Lewis,72.0,75.0,Orthodox
Chi Lewis-Parry,81.0,,
Li Jingliang,72.0,71.0,Orthodox
Li Yunfeng,68.0,68.0,Orthodox
Liang Na,65.0,67.0,Orthodox
Jess Liaudin,69.0,72.0,Orthodox
Chuck Liddell,74.0,76.0,Orthodox
Rodrigo Lidio,71.0,73.0,Orthodox
Sam Liera,,,
Zach Light,68.0,,Orthodox
Scott Lighty,74.0,,
Chris Liguori,69.0,,Orthodox
Donnie Liles,69.0,,Orthodox
Jae Suk Lim,69.0,,Orthodox
Hyun Gyu Lim,75.0,77.0,Orthodox
Juliana Lima,65.0,65.0,Orthodox
Dhiego Lima,74.0,75.0,Orthodox
Douglas Lima,73.0,,
Mabelly Lima,62.0,,Orthodox
Andre Lima,67.0,67.0,Orthodox
Felipe Lima,66.0,68.0,Orthodox
Miguel Linares,,,
Emiliano Linares,68.0,72.0,Orthodox
Matt Lindland,72.0,74.0,Southpaw
Jake Lindsey,71.0,,Switch
John Lineker,63.0,67.0,Orthodox
Austin Lingo,70.0,70.0,Orthodox
Lucio Linhares,74.0,,Orthodox
Philipe Lins,74.0,78.0,Orthodox
Tainara Lisboa,67.0,67.0,Orthodox
Dean Lister,73.0,75.0,Orthodox
Wesley Little,76.0,,
Adam Livingston,74.0,71.0,Orthodox
James Llontop,72.0,73.0,Orthodox
Abner Lloveras,71.0,,
Brian Lo-A-Njoe,67.0,,Orthodox
John Lober,71.0,,Orthodox
Artem Lobov,69.0,65.0,Southpaw
Dylan Lockard,69.0,72.0,Orthodox
Ryan Loder,74.0,76.0,Southpaw
Sean Loeffler,75.0,,Orthodox
Christian Lohsen,74.0,77.0,Southpaw
David Loiseau,72.0,76.0,Orthodox
Hector Lombard,69.0,71.0,Southpaw
Michael Lombardo,72.0,72.0,Orthodox
Rocky Long,,,
Thomas Longacre,69.0,,Orthodox
Loma Lookboonmee,61.0,61.0,Orthodox
Ange Loosa,70.0,74.0,Orthodox
Lucas Lopes,74.0,,
Dileno Lopes,65.0,,
Diego Lopes,71.0,72.0,Orthodox
Bruno Lopes,74.0,74.0,Orthodox
Arthur Lopes,74.0,77.0,Southpaw
Ivan Lopez,66.0,,Southpaw
Steve Lopez,71.0,,Orthodox
Federico Lopez,64.0,,Orthodox
Jorge Lopez,70.0,,Orthodox
Christopher Lopez,70.0,,
Matthew Lopez,67.0,69.0,Southpaw
Benito Lopez,70.0,73.0,Switch
Gustavo Lopez,65.0,67.0,Orthodox
Alik Lorenz,74.0,77.0,Orthodox
Brendan Loughnane,70.0,70.0,Switch
Nate Loughran,74.0,,Orthodox
Caolan Loughran,66.0,68.0,Orthodox
Rashard Lovelace,,,
Ian Loveland,68.0,,Orthodox
Jakob Lovstad,75.0,,Orthodox
Waylon Lowe,67.0,,Southpaw
Brandon Lowe,,,
Joe Lowry,71.0,73.0,Orthodox
Lu Kai,69.0,69.0,Orthodox
Lu Zhengyong,,,
Robert Lucarelli,74.0,,
Matt Lucas,73.0,,
Cleber Luciano,66.0,,
Stephanie Luciano,66.0,65.0,Orthodox
Iasmin Lucindo,63.0,66.0,Orthodox
Duane Ludwig,70.0,70.0,Orthodox
Lawrence Lui,67.0,72.0,Orthodox
Mike Lullo,68.0,,Orthodox
Juan Andres Luna,67.0,72.0,Orthodox
Paula Luna,62.0,62.0,Orthodox
Santiago Luna,69.0,74.0,Orthodox
Dalcha Lungiambula,68.0,76.0,Orthodox
Alexandru Lungu,72.0,,Orthodox
Vicente Luque,71.0,75.0,Orthodox
Thaddeus Luster,75.0,,
Travis Lutter,71.0,75.0,Orthodox
Joilton Lutterbach,73.0,75.0,Orthodox
Tucker Lutz,68.0,72.0,Orthodox
Lv Zhenhong,68.0,67.0,Switch
Stevie Lynch,70.0,,Orthodox
Adam Lynn,70.0,,Orthodox
Chris Lytle,71.0,68.0,Orthodox
Dong Hyun Ma,71.0,70.0,Orthodox
Pawan Maan,67.0,70.0,Orthodox
William Macario,71.0,75.0,Orthodox
Jason MacDonald,75.0,80.0,Orthodox
Rob MacDonald,75.0,78.0,Orthodox
Rory MacDonald,72.0,76.0,Orthodox
Ryan MacDonald,71.0,71.0,Switch
Clayton MacFarlane,,,
Ilima Macfarlane,64.0,,
Valesca Machado,64.0,63.0,Orthodox
Caio Machado,76.0,78.0,Southpaw
Ian Machado Garry,75.0,74.0,Orthodox
Lyoto Machida,73.0,74.0,Southpaw
War Machine,71.0,,Orthodox
Anthony Macias,69.0,,Switch
Pauline Macias,64.0,64.0,Southpaw
Reza Madadi,71.0,73.0,Orthodox
Don Madge,72.0,72.0,Southpaw
Ryan Madigan,72.0,,Orthodox
Victor Madrigal,67.0,71.0,Orthodox
Jon Madsen,72.0,72.0,Orthodox
Mark Madsen,68.0,72.0,Orthodox
Yoshiro Maeda,67.0,68.0,Southpaw
Leonardo Mafra,70.0,70.0,Orthodox
Vinny Magalhaes,75.0,75.0,Orthodox
Vinicius Magalhaes,,,
Caio Magalhaes,73.0,73.0,Orthodox
Bernardo Magalhaes,69.0,,Orthodox
Eric Magana,,,
Brandon Magana,,,Orthodox
Angela Magana,61.0,65.0,Orthodox
Neil Magny,75.0,80.0,Orthodox
Raimond Magomedaliev,73.0,75.0,Orthodox
Ibragim Magomedov,72.0,,Orthodox
Rashid Magomedov,69.0,70.0,Orthodox
Ruslan Magomedov,75.0,78.0,Orthodox
Abus Magomedov,74.0,78.0,Orthodox
Shara Magomedov,74.0,73.0,Orthodox
Murtazali Magomedov,69.0,70.0,Orthodox
Zabit Magomedsharipov,73.0,73.0,Orthodox
John Maguire,69.0,69.0,Southpaw
Lolohea Mahe,,,
Michelle Maher,,,
 Maheshate,72.0,71.0,Orthodox
Bill Mahood,75.0,,Orthodox
Klayton Mai,69.0,,
Demian Maia,73.0,72.0,Southpaw
Jennifer Maia,64.0,64.0,Orthodox
Nayara Maia,65.0,66.0,Orthodox
Roshan Mainam,,,
Levan Makashvili,68.0,68.0,Orthodox
John Makdessi,68.0,68.0,Orthodox
Islam Makhachev,70.0,70.0,Southpaw
Aliev Makhmud,66.0,,Southpaw
Zach Makovsky,64.0,64.0,Southpaw
Azat Maksum,67.0,70.0,Southpaw
Jeremy Malaterre,71.0,,
Fabio Maldonado,73.0,75.0,Orthodox
Marvin Maldonado,66.0,,
Bea Malecki,69.0,74.0,Orthodox
Nazareno Malegarie,68.0,,
Carl Malenko,71.0,,Orthodox
Jacob Malkoun,69.0,73.0,Orthodox
Mike Malott,73.0,73.0,Orthodox
Regina Malpica Rivera,,,
Dan Manasoiu,,,
Troy Mandaloniz,69.0,,Orthodox
Nate Maness,70.0,72.0,Orthodox
Michael Mangan,,,
Gary Mangat,67.0,,
George Mangos,70.0,70.0,Switch
Melvin Manhoef,69.0,,Orthodox
Melchor Manibusan,65.0,,Southpaw
Jon Manley,73.0,,Orthodox
Steve Mann,73.0,,
Marnic Mann,60.0,64.0,Southpaw
Dylan Mantello,73.0,73.0,Orthodox
Chris Manuel,69.0,,Orthodox
Jimi Manuwa,73.0,79.0,Orthodox
Dom Mar Fan,71.0,75.0,Orthodox
Cristiano Marcello,69.0,72.0,Orthodox
Daniel Marcos,67.0,69.0,Orthodox
Jose Maria,65.0,,Orthodox
Marcos Mariano,73.0,76.0,Switch
Enrique Marin,70.0,,
Chepe Mariscal,67.0,69.0,Orthodox
Ronny Markes,73.0,75.0,Orthodox
Rory Markham,72.0,71.0,Orthodox
Randa Markos,64.0,63.0,Orthodox
Christina Marks,67.0,69.0,Orthodox
Brendon Marotte,69.0,70.0,Orthodox
Nate Marquardt,72.0,74.0,Orthodox
Danilo Marques,78.0,77.0,Orthodox
Julian Marquez,74.0,72.0,Orthodox
Carmelo Marrero,72.0,73.0,Orthodox
Cesar Marscucci,,,
John Marsh,72.0,,Orthodox
CJ Marsh,,,
Eliot Marshall,74.0,77.0,Orthodox
Doug Marshall,70.0,,Orthodox
David Marshall,74.0,,
Francis Marshall,69.0,72.0,Orthodox
Jack Marshman,72.0,73.0,Orthodox
Terry Martin,68.0,71.0,Orthodox
Eric Martin,,,
Justin Martin,72.0,,
Dave Martin,72.0,,
Joe Martin,69.0,,
Anthony Rocco Martin,72.0,73.0,Orthodox
Mallory Martin,64.0,63.0,Orthodox
Michal Martinek,74.0,,Southpaw
Adrian Luna Martinetti,68.0,71.0,
Rainy Martinez,72.0,,Orthodox
Danny Martinez,66.0,67.0,Orthodox
Alonzo Martinez,70.0,,
Henry Martinez,67.0,69.0,Southpaw
Jonathan Martinez,68.0,70.0,Southpaw
Poppies Martinez,69.0,,
Andrew Martinez,69.0,,
Mana Martinez,70.0,70.0,Orthodox
Victor Martinez,68.0,70.0,Orthodox
Roque Martinez,70.0,72.0,Orthodox
Melissa Martinez,62.0,66.0,Southpaw
Julieta Martinez,61.0,62.0,Orthodox
David Martinez,65.0,67.0,Orthodox
Wagner da Conceicao Martins,79.0,,Orthodox
Adriano Martins,70.0,72.0,Southpaw
Lucas Martins,72.0,72.0,Southpaw
Max Martyniouk,,,
Bristol Marunde,73.0,75.0,Orthodox
Shoji Maruyama,67.0,,Orthodox
Kazuma Maruyama,71.0,72.0,Orthodox
Islem Masraf,72.0,74.0,Southpaw
Mike Massenzio,74.0,73.0,Southpaw
Jameel Massouh,70.0,72.0,Orthodox
Tiffany Masters,63.0,65.0,Orthodox
Jorge Masvidal,71.0,74.0,Orthodox
Al Matavao,68.0,67.0,Orthodox
Tateki Matsuda,67.0,,Orthodox
Arisa Matsuda,63.0,64.0,Orthodox
Daijiro Matsui,69.0,,Orthodox
Toki Matsui,66.0,65.0,Orthodox
Koichiro Matsumoto,67.0,,
Jean Matsumoto,66.0,68.0,Orthodox
Koyomi Matsushima,67.0,66.0,Orthodox
Naoki Matsushita,66.0,,Orthodox
AJ Matthews,71.0,,
Jake Matthews,71.0,73.0,Orthodox
Connor Matthews,68.0,71.0,Switch
Claudio Mattos,,,Orthodox
John Matua,74.0,,Orthodox
Francesco Maturi,,,
Vladimir Matyushenko,72.0,74.0,Orthodox
Miranda Maverick,63.0,65.0,Southpaw
Nick Maximov,72.0,76.0,Southpaw
Elaina Maxwell,68.0,,Orthodox
Jeremy May,73.0,,
Jack May,80.0,,Switch
Don'Tale Mayes,78.0,81.0,Orthodox
Gray Maynard,69.0,70.0,Orthodox
Brooke Mayo,67.0,,
Gina Mazany,66.0,68.0,Southpaw
Sabina Mazo,67.0,70.0,Orthodox
Francesco Mazzeo,75.0,75.0,Orthodox
Scott McAfee,68.0,,Orthodox
Bobby McAndrews,,,Orthodox
Michael McBride,73.0,,Orthodox
Ian McCall,65.0,64.0,Orthodox
Molly McCann,64.0,62.0,Orthodox
Charles McCarthy,70.0,71.0,Orthodox
Eric McConico,72.0,77.0,Southpaw
Sean McCorkle,79.0,81.0,Orthodox
Danni McCormack,64.0,62.0,Southpaw
Paddy McCorry,75.0,73.0,Switch
Kris McCray,72.0,76.0,Orthodox
Tamdan McCrory,76.0,76.0,Switch
Rob McCullough,69.0,69.0,Orthodox
Justin McCully,73.0,73.0,Orthodox
Robert McDaniel,75.0,75.0,Southpaw
Michael McDonald,71.0,,Orthodox
Scott McDonald,,,
Michael McDonald,69.0,70.0,Orthodox
Josh McDonald,,,
Miles McDonald,67.0,,
Justin McElfresh,78.0,,Orthodox
Drew McFedries,72.0,72.0,Southpaw
Liam McGeary,78.0,,
Gan McGee,82.0,,Orthodox
Court McGee,71.0,75.0,Orthodox
Marcus McGhee,68.0,69.0,Orthodox
Ryan McGillivray,71.0,,
Ryan McGivern,72.0,,Orthodox
Jack McGlaughlin,,,Orthodox
Conor McGregor,69.0,74.0,Southpaw
Greg McIntyre,70.0,,Orthodox
Antonio McKee,68.0,,Southpaw
AJ McKee,70.0,,
Rhys McKee,74.0,78.0,Orthodox
Cory McKenna,63.0,58.0,Orthodox
Tim McKenzie,72.0,74.0,Orthodox
Cody McKenzie,72.0,72.0,Switch
Terrance McKinney,70.0,73.0,Switch
Brian McLaughlin,69.0,,
Jason McLean,65.0,,
Garreth McLellan,73.0,72.0,Southpaw
Sara McMann,66.0,66.0,Orthodox
Tommy McMillen,72.0,74.0,Orthodox
James McSweeney,76.0,77.0,Switch
Charles McTorry,,,
Jackson McVey,76.0,77.0,Southpaw
Daniel McWilliams,73.0,,
Tim Means,74.0,75.0,Orthodox
Yancy Medeiros,70.0,75.0,Orthodox
Anistavio Medeiros,66.0,,Orthodox
Kaline Medeiros,63.0,,
MarQuel Mederos,70.0,69.0,Orthodox
Uros Medic,73.0,71.0,Southpaw
Todd Medina,70.0,,Southpaw
Jason Medina,69.0,,
Emil Meek,71.0,74.0,Switch
Sanford Alton Meeks,77.0,75.0,Orthodox
Gerald Meerschaert,73.0,77.0,Southpaw
Frank Megallon,70.0,,Southpaw
Derrick Mehmen,76.0,,
Miika Mehmet,,,Orthodox
Jordan Mein,72.0,73.0,Orthodox
Bryce Mejia,73.0,,
Brian Melancon,68.0,,Orthodox
Brandon Melendez,71.0,,Southpaw
Gilbert Melendez,69.0,73.0,Orthodox
Nair Melikyan,66.0,,
Marcelo Mello,67.0,,Southpaw
Fabio Mello,65.0,,Southpaw
Vanessa Melo,65.0,65.0,Orthodox
Antonio Mendes,75.0,77.0,Southpaw
Chad Mendes,66.0,66.0,Orthodox
Augusto Mendes,66.0,65.0,Orthodox
Eddie Mendez,70.0,,
Mateus Mendonca,66.0,71.0,Orthodox
Luis Mendoza,,,
Pietro Menga,67.0,68.0,Southpaw
Alonzo Menifield,72.0,76.0,Orthodox
Ivan Menjivar,66.0,64.0,Orthodox
Dave Menne,70.0,,Orthodox
Steve Mensing,71.0,,Orthodox
Buck Meredith,74.0,,
Adam Meredith,74.0,,
Nick Meregali,,,
Joe Merritt,72.0,,Orthodox
Bia Mesquita,64.0,67.0,Orthodox
Jeremiah Metcalf,73.0,,Orthodox
Jonathan Meunier,75.0,,Switch
Yaotzin Meza,69.0,71.0,Orthodox
Guy Mezger,73.0,,Orthodox
David Mgoyan,69.0,70.0,Orthodox
Jonathan Micallef,72.0,77.0,Southpaw
Brandon Michaels,69.0,,
Andreas Michailidis,72.0,76.0,Orthodox
David Michaud,69.0,,Orthodox
Chris Mickle,69.0,,Orthodox
Zachary Micklewright,72.0,74.0,Southpaw
Kristof Midoux,73.0,,Orthodox
Keith Mielke,68.0,,
Chris Mierzwiak,73.0,,
Gabriel Miglioli,68.0,,
Bojan Mihajlovic,71.0,73.0,Orthodox
Billy Miles,70.0,,Orthodox
Pat Miletich,70.0,,Orthodox
Curtis Millender,74.0,76.0,Orthodox
Phillip Miller,71.0,,Orthodox
Jason Miller,73.0,,Orthodox
Dan Miller,73.0,74.0,Orthodox
Jim Miller,68.0,71.0,Southpaw
Cole Miller,73.0,73.0,Orthodox
Henry Miller,67.0,,Southpaw
Micah Miller,72.0,,Orthodox
Aaron Miller,69.0,,
Mo Miller,68.0,72.0,Orthodox
Juliana Miller,67.0,66.0,Orthodox
Ty Miller,74.0,77.0,Orthodox
Trent Miller,69.0,72.0,Orthodox
Eddy Millis,73.0,,
Che Mills,73.0,76.0,Orthodox
Adam Milstead,75.0,76.0,Orthodox
Alberto Mina,72.0,77.0,Orthodox
Vitaly Minakov,74.0,,
Mario Mingaj,,,
Darrick Minner,67.0,69.0,Orthodox
Mike Minniger,,,
Ikuhisa Minowa,69.0,,Orthodox
Carlton Minus,70.0,75.0,Orthodox
Stipe Miocic,76.0,80.0,Orthodox
Frank Mir,75.0,79.0,Southpaw
Juan Miranda,,,
Mario Miranda,75.0,74.0,Orthodox
Vitor Miranda,73.0,77.0,Orthodox
Gabriel Miranda,71.0,71.0,Orthodox
Damir Mirenic,72.0,,Orthodox
Kazuo Misaki,68.0,,Orthodox
Toby Misech,68.0,,Southpaw
Dokonjonosuke Mishima,67.0,,Southpaw
Felix Lee Mitchell,,,Orthodox
David Mitchell,72.0,75.0,Orthodox
Danny Mitchell,74.0,,Orthodox
Brad Mitchell,71.0,,
Clay Mitchell,74.0,,
Bryce Mitchell,70.0,70.0,Southpaw
Maurice Mitchell,69.0,,Orthodox
Terrence Mitchell,70.0,74.0,Orthodox
Roman Mitichyan,70.0,,Orthodox
Matt Mitrione,75.0,82.0,Switch
Eiji Mitsuoka,67.0,,Southpaw
Hiromitsu Miura,69.0,71.0,Orthodox
Jonathan Mix,72.0,,
Patchy Mix,71.0,70.0,Southpaw
Tomoya Miyashita,67.0,,Southpaw
Kazuyuki Miyata,68.0,,Orthodox
Motoki Miyazawa,71.0,,Southpaw
Takeya Mizugaki,67.0,69.0,Orthodox
 Mizuki,63.0,65.0,Orthodox
Tatsuya Mizuno,73.0,,Southpaw
Roxanne Modafferi,67.0,69.0,Orthodox
Bobby Moffett,70.0,73.0,Orthodox
Bronson Mohika,,,
Nate Mohr,69.0,72.0,Orthodox
Renato Moicano,71.0,72.0,Orthodox
Thiago Moises,69.0,70.0,Orthodox
Muhammad Mokaev,67.0,70.0,Orthodox
Ashkan Mokhtarian,66.0,67.0,Southpaw
Suman Mokhtarian,68.0,72.0,Orthodox
Dan Molina,70.0,,
Jeff Molina,66.0,69.0,Orthodox
Rudyard Moncayo,70.0,,Orthodox
Hidetaka Monma,72.0,,Orthodox
Jeff Monson,69.0,74.0,Orthodox
Darrell Montague,66.0,67.0,Southpaw
Michelle Montague,69.0,68.0,Southpaw
Andrew Montanez,,,
Jose Montanha,,,
Augusto Montano,73.0,73.0,Orthodox
Erick Montano,72.0,73.0,Orthodox
Nicco Montano,65.0,65.0,Southpaw
Antonio Monteiro,67.0,70.0,Orthodox
Sofia Montenegro,66.0,67.0,Orthodox
Alberto Montes,67.0,69.0,Orthodox
Steve Montgomery,76.0,,Southpaw
James Moontasri,70.0,71.0,Switch
Homer Moore,70.0,,Orthodox
Todd Moore,69.0,71.0,Southpaw
Nate Moore,72.0,,
Dustin Moore,64.0,,
Taylor Moore,70.0,70.0,Southpaw
Sergio Moraes,72.0,72.0,Orthodox
Marlon Moraes,66.0,67.0,Orthodox
Sheymon Moraes,68.0,72.0,Orthodox
John Moraga,66.0,66.0,Orthodox
Ricardo Morais,80.0,,Orthodox
Leonardo Morales,68.0,,Southpaw
Albert Morales,69.0,72.0,Orthodox
Joseph Morales,66.0,69.0,Switch
Vince Morales,67.0,70.0,Orthodox
Omar Morales,71.0,73.0,Orthodox
Michael Morales,72.0,79.0,Orthodox
Sarah Moras,67.0,67.0,Orthodox
Christian Morecraft,78.0,81.0,Orthodox
Joe Moreira,71.0,,Southpaw
Richardson Moreira,74.0,,Orthodox
Gisele Moreira,66.0,,Orthodox
Vinicius Moreira,76.0,76.0,Orthodox
Jesse Moreng,67.0,,Orthodox
Brandon Moreno,67.0,70.0,Orthodox
Mike Moreno,72.0,,
Dan Moret,72.0,73.0,Southpaw
Sammy Morgan,70.0,,Orthodox
Peggy Morgan,73.0,,
Alexander Morgan,70.0,71.0,Orthodox
Alex Morono,71.0,72.0,Orthodox
Maryna Moroz,67.0,67.0,Orthodox
Sergey Morozov,66.0,67.0,Orthodox
Brad Morris,74.0,,Orthodox
Scott Morris,70.0,,Orthodox
Anthony Morrison,67.0,,Orthodox
Jack Morrison,71.0,,
Harry Moskowitz,77.0,,Orthodox
Carlos Mota,64.0,69.0,Orthodox
Miki Motono,62.0,63.0,Southpaw
Juan Mott,72.0,,Switch
Nikolas Motta,69.0,70.0,Orthodox
Flavio Luiz Moura,71.0,,Open Stance
Eduarda Moura,66.0,67.0,Orthodox
Gegard Mousasi,74.0,76.0,Orthodox
Kris Moutinho,67.0,68.0,Southpaw
Kin Moy,65.0,,
Jamie Moyle,61.0,65.0,Orthodox
Askar Mozharov,75.0,74.0,Orthodox
Garrett Mueller,69.0,,
Lauren Mueller,65.0,67.0,Orthodox
Belal Muhammad,71.0,72.0,Orthodox
Fazlo Mulabitinovic,,,
Quinn Mulhern,75.0,,Orthodox
James Mulheron,70.0,73.0,Orthodox
Jamie Mullarkey,72.0,74.0,Orthodox
Jim Mullen,73.0,,Southpaw
Melissa Mullins,67.0,68.0,Orthodox
Ananias Mulumba,,,
Pedro Munhoz,66.0,65.0,Orthodox
Andre Muniz,73.0,78.0,Southpaw
Mark Munoz,72.0,71.0,Orthodox
Alexander Munoz,69.0,72.0,Switch
Johnny Munoz,69.0,71.0,Orthodox
Andy Murad,69.0,,
Olivier Murad,70.0,72.0,Southpaw
Makhmud Muradov,74.0,75.0,Orthodox
Kazunari Murakami,73.0,,Orthodox
Ryuichi Murata,68.0,,Orthodox
Kanako Murata,61.0,62.0,Orthodox
Ailiya Muratbek,,,
Vince Murdock,66.0,64.0,Orthodox
Samandar Murodov,73.0,75.0,Orthodox
