Fighter,Final ELO,Peak ELO
Antonio Trocoli,1454.12,1477.65
Emily Kagan,1454.07,1480.0
Zarrukh Adashev,1454.04,1476.82
Chris de la Rocha,1454.02,1476.39
Andreas Michailidis,1454.01,1496.17
Dong Hyun Ma,1454.0,1516.28
Michelle Waterson-Gomez,1453.98,1567.44
Victor Rodriguez,1453.97,1476.0
Edilberto de Oliveira,1453.97,1476.0
Steve Kennedy,1453.95,1473.73
CJ Keith,1453.91,1475.75
Gadzhimurad Antigulov,1453.89,1549.18
Herbert Burns,1453.8,1551.22
Juan Adams,1453.79,1522.37
Jeremy Jackson,1453.78,1476.0
Jessica Eye,1453.77,1525.31
Jessamyn Duke,1453.71,1520.0
Royce Alger,1453.66,1476.0
Larry Cureton,1453.66,1476.0
Aalon Cruz,1453.66,1476.0
Joseph Sandoval,1453.66,1476.0
Charlie Ward,1453.66,1476.0
Sheila Gaff,1453.66,1476.0
John Cofer,1453.66,1476.0
Bristol Marunde,1453.66,1476.0
Brad Morris,1453.66,1476.0
Moti Horenstein,1453.66,1476.0
Trent Jenkins,1453.65,1476.0
Kiefer Crosbie,1453.64,1476.0
Jeff Cox,1453.64,1475.87
Tamires Vidal,1453.61,1521.35
Marcin Bandel,1453.59,1475.93
Tommy Hayden,1453.57,1476.01
Ansar Chalangov,1453.55,1474.34
Drako Rodriguez,1453.55,1474.28
Jordan Griffin,1453.53,1490.21
Victor Martinez,1453.47,1477.57
Oli Thompson,1453.41,1476.0
Andre Soukhamthath,1453.41,1492.31
Mallory Martin,1453.38,1496.52
Liana Jojua,1453.28,1497.8
Tommy Speer,1453.28,1476.0
Nick Penner,1453.14,1475.45
Roldan Sangcha'an,1453.07,1478.62
Steve Steinbeiss,1453.0,1471.72
Ben Wall,1453.0,1476.0
Cameron VanCamp,1452.99,1476.73
Dusko Todorovic,1452.95,1519.69
Charalampos Grigoriou,1452.93,1478.77
Barb Honchak,1452.91,1478.08
Karl Roberson,1452.73,1546.93
Chris Tuchscherer,1452.72,1500.83
Rob Yundt,1452.48,1474.74
Wendell Oliveira Marques,1452.44,1474.7
Danilo Belluardo,1452.44,1474.7
Rafael Cavalcante,1452.41,1502.55
James Bochnovic,1452.39,1476.0
Colin Robinson,1452.38,1475.89
Joe Veres,1452.37,1474.62
Wes Combs,1452.36,1476.0
Cesar Arzamendia,1452.36,1476.0
Jenel Lausa,1452.36,1518.77
Dashon Johnson,1452.29,1476.0
Lisa Ellis,1452.28,1476.0
Hayder Hassan,1452.28,1476.0
Yusaku Kinoshita,1452.23,1474.47
Johnny Rees,1452.23,1476.0
Micheal Gillmore,1452.19,1476.0
Cameron Else,1452.18,1477.31
Anton Zafir,1452.14,1474.89
Chase Gormley,1452.13,1476.14
Sam Fulton,1452.11,1474.34
Mike Guymon,1452.01,1497.75
Steve Judson,1452.01,1474.23
Zane Frazier,1452.0,1476.0
Chris Price,1452.0,1477.38
Martin Bravo,1451.93,1524.0
Richie Vaculik,1451.92,1497.38
David Lee,1451.89,1476.0
Henrique da Silva,1451.88,1547.87
Alberto Uda,1451.83,1474.04
Anthony Birchak,1451.79,1499.33
Wellington Turman,1451.6,1507.23
William Macario,1451.59,1495.0
Colton Smith,1451.51,1520.0
Roxanne Modafferi,1451.47,1500.92
David Mitchell,1451.43,1485.21
Samy Schiavo,1451.37,1475.11
Mike de la Torre,1451.36,1491.53
Joe Vedepo,1451.21,1473.62
Yves Edwards,1451.19,1593.03
Andre Fialho,1451.18,1533.8
Amanda Cooper,1451.09,1496.07
David Abbott,1450.92,1577.5
Randy Costa,1450.86,1521.95
Charles Byrd,1450.81,1524.0
Eric Schafer,1450.8,1526.21
Alessio Sakara,1450.78,1539.99
Chris Dempsey,1450.72,1497.77
Daniel Jolly,1450.72,1476.0
Vinny Magalhaes,1450.71,1488.26
Matt Van Buren,1450.67,1476.0
Boston Salmon,1450.55,1474.62
Montserrat Conejo Ruiz,1450.51,1520.0
Ross Pointon,1450.4,1476.0
Antonio Dos Santos,1450.26,1473.73
Tom Niinimaki,1450.21,1523.1
Rachael Ostovich,1450.12,1524.0
Zac Pauga,1450.03,1494.42
Dave Menne,1450.02,1537.72
Jason Miller,1449.77,1481.45
Yohan Lainesse,1449.75,1495.43
Dominic Waters,1449.74,1481.23
Marc-Andre Barriault,1449.73,1511.93
Rashad Coulter,1449.53,1472.82
Kyle Bochniak,1449.48,1504.64
Cody Donovan,1449.25,1522.31
Ode Osbourne,1449.14,1517.26
Takashi Sato,1449.04,1527.17
Alvaro Herrera Mendoza,1448.73,1524.0
Sean O'Connell,1448.68,1508.73
Dominique Steele,1448.52,1503.01
Miranda Granger,1448.28,1520.0
Jason Gilliam,1448.23,1474.49
Cody East,1448.07,1471.66
Jamie Varner,1447.94,1535.26
Tafon Nchukwi,1447.14,1520.0
Nate Mohr,1447.02,1497.51
Alessio Di Chirico,1446.76,1520.92
Salim Touahri,1446.76,1482.81
Emily Whitmire,1446.61,1524.13
Ryan Benoit,1446.58,1509.96
Markus Perez,1446.49,1509.27
Assuerio Silva,1446.42,1482.78
Sarah Moras,1446.22,1523.82
Kevin Casey,1446.07,1504.1
Lina Lansberg,1445.99,1518.53
Hannah Goldy,1445.27,1483.54
Randa Markos,1444.88,1502.52
Junior Albini,1444.87,1525.74
Sam Alvey,1444.75,1605.13
Henry Briones,1444.63,1524.0
Rodney Wallace,1444.55,1479.95
Mitch Clarke,1444.4,1507.2
Tim Hague,1444.34,1525.55
Bec Rawlings,1444.32,1523.5
Rolando Bedoya,1444.28,1483.25
Aaron Riley,1444.28,1484.25
Bobby Hoffman,1443.88,1482.28
Vinicius Salvador,1443.8,1480.13
Jessica Aguilar,1443.72,1481.75
Darian Weeks,1443.7,1480.61
Domingo Pilarte,1443.39,1478.85
Garreth McLellan,1443.34,1506.66
Mateus Mendonca,1443.31,1482.42
Pat Healy,1443.18,1504.94
Gilbert Yvel,1443.18,1480.8
Julija Stoliarenko,1443.11,1480.0
Pete Sell,1443.07,1523.48
Justin Edwards,1442.73,1506.78
Jeff Curran,1442.68,1479.14
Kamal Shalorus,1442.64,1485.38
Dan Lauzon,1442.59,1479.08
Wes Sims,1442.5,1482.59
Jessica Penne,1442.45,1520.0
Dave Herman,1442.03,1524.0
Marcio Alexandre Junior,1442.01,1476.0
Tra Telligman,1441.66,1501.66
Mike Rhodes,1441.56,1480.0
James Llontop,1441.55,1476.0
Dan Moret,1441.48,1480.45
Diego Saraiva,1441.08,1478.68
Andy Enz,1440.89,1482.83
Mike Massenzio,1440.84,1525.25
Caio Machado,1440.76,1481.21
Tim Lajcik,1440.54,1476.94
Blood Diamond,1440.25,1478.03
Ramona Pascual,1440.17,1481.54
Justin Buchholz,1439.99,1504.65
Mostapha Al-Turk,1439.82,1479.73
Alex Reyes,1439.71,1479.86
Kris McCray,1439.57,1476.0
Ashlee Evans-Smith,1439.55,1522.69
Diana Belbita,1439.5,1480.96
Felix Lee Mitchell,1439.38,1477.66
Tonya Evinger,1439.25,1479.18
Lukasz Sajewski,1439.11,1480.02
Jay Perrin,1439.11,1480.04
Alex Chambers,1438.97,1500.0
Eric Spicely,1438.97,1529.73
Sabah Homasi,1438.85,1480.63
Nam Phan,1438.82,1486.41
Brad Imes,1438.82,1480.0
Antonio Arroyo,1438.64,1480.0
Jordan Williams,1438.61,1480.0
Shane Campbell,1438.56,1501.8
Darrell Montague,1438.53,1478.92
Darrius Flowers,1438.52,1481.43
Daniel Teymur,1438.48,1480.0
Jared Papazian,1438.41,1481.38
Estevan Payan,1438.4,1479.72
Marvin Eastman,1438.35,1480.79
Shane Young,1438.24,1524.48
Jocelyn Jones-Lybarger,1438.14,1482.29
Oluwale Bamgbose,1438.11,1502.19
Phil Harris,1437.87,1497.23
Hector Aldana,1437.59,1477.45
Roger Bowling,1437.53,1475.11
Garett Whiteley,1437.38,1476.0
Cole Escovedo,1437.18,1480.0
Wulijiburen,1437.13,1477.51
Erick Gonzalez,1437.05,1479.09
Yoji Anjo,1436.75,1480.5
Justin Jaynes,1436.64,1522.14
Gilbert Melendez,1436.4,1515.39
Damian Grabowski,1436.37,1478.93
Josh Haynes,1436.37,1476.0
Brian Camozzi,1436.36,1477.43
Kevin Natividad,1436.24,1475.71
Roque Martinez,1436.17,1476.0
Mark De La Rosa,1436.06,1516.34
Malcolm Gordon,1436.02,1502.64
Gabe Ruediger,1435.86,1477.44
Charlie Ontiveros,1435.85,1481.74
Matt Grice,1435.66,1496.08
Viktor Pesta,1435.65,1501.15
Edwin DeWees,1435.64,1478.12
Jumabieke Tuerxun,1435.47,1480.0
Iliarde Santos,1435.36,1475.53
Fabio Cherant,1435.17,1476.19
Niklas Stolze,1435.15,1482.66
Genaro Valdez,1434.95,1473.47
Bobby Nash,1434.91,1477.09
Daiju Takase,1434.9,1474.97
Victoria Leonardo,1434.78,1476.0
Zelim Imadaev,1434.7,1478.64
Denys Bondar,1434.64,1474.42
Josh Parisian,1434.62,1497.25
Jason Reinhardt,1434.61,1479.62
Ruan Potts,1434.43,1477.76
Roman Salazar,1434.42,1479.15
Angela Magana,1434.41,1480.0
Bojan Mihajlovic,1434.17,1479.18
Mara Romero Borella,1434.16,1524.0
Jared Hamman,1433.97,1504.56
Mike Santiago,1433.94,1476.0
Forrest Petz,1433.93,1518.62
Marcelo Rojo,1433.75,1473.92
Joby Sanchez,1433.66,1500.09
Kalindra Faria,1433.46,1476.0
Harry Hunsucker,1433.35,1477.8
Gideon Ray,1433.0,1476.18
Hu Yaozong,1432.35,1474.12
Shannon Ross,1431.81,1474.53
Jake Lindsey,1431.56,1476.0
Jeremy Larsen,1431.55,1476.0
Jesse Forbes,1431.42,1476.0
Phil Baroni,1431.41,1547.12
Brad Pickett,1431.4,1527.96
Ihor Potieria,1431.23,1505.82
John Albert,1431.11,1524.0
Khalid Taha,1430.34,1505.38
Frank Camacho,1430.31,1503.25
Gian Villante,1430.29,1534.24
Jordan Wright,1430.03,1522.05
Lukasz Brzeski,1429.84,1481.16
Rafaello Oliveira,1429.71,1501.15
Jorge Santiago,1429.46,1522.75
Thibault Gouti,1429.37,1474.55
Dalcha Lungiambula,1429.06,1524.0
Mike Rodriguez,1429.06,1503.69
Hector Lombard,1428.35,1553.41
Damacio Page,1428.34,1476.0
Dmitrii Smoliakov,1428.3,1474.34
Dan Argueta,1428.22,1502.87
Jake Collier,1427.98,1498.92
Ryan Jensen,1426.96,1477.72
Charlie Brenneman,1425.77,1543.27
Steve Cantwell,1425.7,1524.0
Joe Doerksen,1425.31,1500.69
Rhys McKee,1424.99,1477.47
Wu Yanan,1424.95,1505.66
Takanori Gomi,1424.93,1527.16
Ji Yeon Kim,1424.69,1524.58
Will Campuzano,1424.57,1476.0
Terrion Ware,1424.37,1480.0
Dustin Pague,1424.27,1500.37
John Phillips,1423.21,1476.0
Jesse Ronson,1423.16,1478.87
Aaron Phillips,1422.54,1478.93
Jay Hieron,1422.5,1477.48
Fernie Garcia,1422.44,1478.72
Bobby Voelker,1422.12,1478.48
Hannah Cifers,1422.11,1514.24
Jodie Esquibel,1422.07,1481.08
Keith Wisniewski,1421.9,1480.0
Khadis Ibragimov,1421.87,1476.0
Zarah Fairn,1421.79,1474.81
Denis Tiuliulin,1421.65,1500.05
Brandon Davis,1420.93,1500.26
Jinh Yu Frey,1420.78,1498.1
Anthony Hamilton,1420.67,1502.14
Anton Turkalj,1420.52,1479.38
Alan Baudot,1420.08,1477.65
Ricardo Funch,1420.02,1481.47
Andy Ogle,1419.02,1497.34
JP Buys,1418.75,1474.56
Maki Pitolo,1418.31,1502.27
Gina Mazany,1417.4,1499.15
Dequan Townsend,1417.2,1476.0
Phillipe Nover,1417.13,1480.0
Seth Petruzelli,1416.86,1481.38
John Alessio,1416.78,1482.6
Josh Grispi,1416.22,1480.0
Elvis Sinosic,1415.88,1527.76
Martin Day,1415.73,1481.1
Scott Jorgensen,1415.61,1541.43
Michihiro Omigawa,1415.43,1480.18
Lucie Pudilova,1415.13,1521.31
Istela Nunes,1415.0,1475.87
Ashley Yoder,1414.7,1484.63
Mizuto Hirota,1414.29,1481.07
Edgar Garcia,1414.22,1482.46
Tiki Ghosn,1413.56,1476.0
Daniel Lacerda,1413.17,1477.38
Alen Amedovski,1412.5,1481.39
Jerome Rivera,1412.11,1475.45
Zhalgas Zhumagulov,1411.32,1483.82
Igor Pokrajac,1410.41,1540.02
Leonard Garcia,1408.94,1509.25
Liang Na,1408.69,1474.09
Vinicius Moreira,1408.31,1476.0
Ike Villanueva,1408.05,1472.41
Kailin Curran,1407.46,1477.93
Naoyuki Kotani,1404.17,1480.0
Joshua Burkman,1403.7,1560.08
Jared Vanderaa,1400.23,1496.56
Sean Soriano,1400.14,1476.0
Jamie Pickett,1398.82,1499.9
Chase Sherman,1396.62,1499.39
